,문제키값,문제,오픈일자,보기순번,보기정보,정답여부,시험지 id,문제 id,assessmentItemID,testId,KnowledgeTag
164,784,다음 중 맞춤법에 맞는 것은?,20151103,4457,거칠은 들판,,A080000066,A080066007,A080066007,A080000066,4972
165,784,다음 중 맞춤법에 맞는 것은?,20151103,4458,날으는 기차,,A080000066,A080066007,A080066007,A080000066,4972
166,784,다음 중 맞춤법에 맞는 것은?,20151103,4459,녹슨 철모,정답,A080000066,A080066007,A080066007,A080000066,4972
167,784,다음 중 맞춤법에 맞는 것은?,20151103,4460,옥상에 내걸은 현수막,,A080000066,A080066007,A080066007,A080000066,4972
168,783,다음 중 표기가 틀린 것은?,20151102,4453,어린이난,,A070000090,A070090003,A070090003,A070000090,8885
169,783,다음 중 표기가 틀린 것은?,20151102,4454,깍두기,,A070000090,A070090003,A070090003,A070000090,8885
170,783,다음 중 표기가 틀린 것은?,20151102,4455,독자란,,A070000090,A070090003,A070090003,A070000090,8885
171,783,다음 중 표기가 틀린 것은?,20151102,4456,끼여들기,정답,A070000090,A070090003,A070090003,A070000090,8885
172,782,( )속에 알맞은 말은? 이 자리를 ( ) 감사의 말씀을 드립니다.,20151030,4449,빌려,정답,A080000123,A080123004,A080123004,A080000123,2717
173,782,( )속에 알맞은 말은? 이 자리를 ( ) 감사의 말씀을 드립니다.,20151030,4450,빌어,,A080000123,A080123004,A080123004,A080000123,2717
174,782,( )속에 알맞은 말은? 이 자리를 ( ) 감사의 말씀을 드립니다.,20151030,4451,빌여,,A080000123,A080123004,A080123004,A080000123,2717
175,782,( )속에 알맞은 말은? 이 자리를 ( ) 감사의 말씀을 드립니다.,20151030,4452,비러,,A080000123,A080123004,A080123004,A080000123,2717
176,781,다음 중 표준어가 아닌 것은?,20151029,4445,멍게,,A070000129,A070129002,A070129002,A070000129,9066
177,781,다음 중 표준어가 아닌 것은?,20151029,4446,우렁쉥이,,A070000129,A070129002,A070129002,A070000129,9066
178,781,다음 중 표준어가 아닌 것은?,20151029,4447,빈대떡,,A070000129,A070129002,A070129002,A070000129,9066
179,781,다음 중 표준어가 아닌 것은?,20151029,4448,생안손,정답,A070000129,A070129002,A070129002,A070000129,9066
180,780,다음 중 표준어가 아닌 것은?,20151028,4441,겸상,,A070000109,A070109004,A070109004,A070000109,8906
181,780,다음 중 표준어가 아닌 것은?,20151028,4442,고봉밥,,A070000109,A070109004,A070109004,A070000109,8906
182,780,다음 중 표준어가 아닌 것은?,20151028,4443,단벌,,A070000109,A070109004,A070109004,A070000109,8906
183,780,다음 중 표준어가 아닌 것은?,20151028,4444,알타리무,정답,A070000109,A070109004,A070109004,A070000109,8906
184,779,다음 중 표준어가 아닌 것은?,20151027,4437,살쾡이,,A080000026,A080026007,A080026007,A080000026,4685
185,779,다음 중 표준어가 아닌 것은?,20151027,4438,장사치,,A080000026,A080026007,A080026007,A080000026,4685
186,779,다음 중 표준어가 아닌 것은?,20151027,4439,수캉아지,,A080000026,A080026007,A080026007,A080000026,4685
187,779,다음 중 표준어가 아닌 것은?,20151027,4440,어질머리,정답,A080000026,A080026007,A080026007,A080000026,4685
188,778,다음 중 표준어가 아닌 것은?,20151026,4433,광주리,,A070000108,A070108001,A070108001,A070000108,8894
189,778,다음 중 표준어가 아닌 것은?,20151026,4434,국물,,A070000108,A070108001,A070108001,A070000108,8894
190,778,다음 중 표준어가 아닌 것은?,20151026,4435,담배꽁추,정답,A070000108,A070108001,A070108001,A070000108,8894
191,778,다음 중 표준어가 아닌 것은?,20151026,4436,부스러기,,A070000108,A070108001,A070108001,A070000108,8894
192,777,표준어 표기가 틀린 것은?,20151023,4429,깍두기,,A080000104,A080104007,A080104007,A080000104,10573
193,777,표준어 표기가 틀린 것은?,20151023,4430,오뚜기,정답,A080000104,A080104007,A080104007,A080000104,10573
194,777,표준어 표기가 틀린 것은?,20151023,4431,뻐꾸기,,A080000104,A080104007,A080104007,A080000104,10573
195,777,표준어 표기가 틀린 것은?,20151023,4432,거꾸로,,A080000104,A080104007,A080104007,A080000104,10573
196,776,다음 중 표준어가 아닌 것은?,20151022,4425,웃목,정답,A070000164,A070164004,A070164004,A070000164,9122
197,776,다음 중 표준어가 아닌 것은?,20151022,4426,구절,,A070000164,A070164004,A070164004,A070000164,9122
198,776,다음 중 표준어가 아닌 것은?,20151022,4427,으레,,A070000164,A070164004,A070164004,A070000164,9122
199,776,다음 중 표준어가 아닌 것은?,20151022,4428,상추,,A070000164,A070164004,A070164004,A070000164,9122
200,775,다음 중 단어가 잘못 쓰인 것은?,20151021,4421,끄나풀,,A080000123,A080123005,A080123005,A080000123,2714
201,775,다음 중 단어가 잘못 쓰인 것은?,20151021,4422,사글세,,A080000123,A080123005,A080123005,A080000123,2714
202,775,다음 중 단어가 잘못 쓰인 것은?,20151021,4423,미쟁이,정답,A080000123,A080123005,A080123005,A080000123,2714
203,775,다음 중 단어가 잘못 쓰인 것은?,20151021,4424,설거지,,A080000123,A080123005,A080123005,A080000123,2714
204,774,다음 중 표준어가 아닌 것은?,20151020,4417,널따랗다,,A070000091,A070091001,A070091001,A070000091,8890
205,774,다음 중 표준어가 아닌 것은?,20151020,4418,아지랑이,,A070000091,A070091001,A070091001,A070000091,8890
206,774,다음 중 표준어가 아닌 것은?,20151020,4419,윗도리,,A070000091,A070091001,A070091001,A070000091,8890
207,774,다음 중 표준어가 아닌 것은?,20151020,4420,뒷꿈치,정답,A070000091,A070091001,A070091001,A070000091,8890
208,773,다음 중 ( )속의 표기가 틀린 것은?,20151019,4413,걷다가 벽에 머리를 (부딪혔다).,,A080000073,A080073004,A080073004,A080000073,4980
209,773,다음 중 ( )속의 표기가 틀린 것은?,20151019,4414,(넉넉치) 않은 가정 형편에서도 웃음을 잃지 않고 살고 있다.,정답,A080000073,A080073004,A080073004,A080000073,4980
210,773,다음 중 ( )속의 표기가 틀린 것은?,20151019,4415,우산을 (받쳐) 들고 길을 갔다.,,A080000073,A080073004,A080073004,A080000073,4980
211,773,다음 중 ( )속의 표기가 틀린 것은?,20151019,4416,어머니의 속을 (썩이고) 말았다.,,A080000073,A080073004,A080073004,A080000073,4980
212,772,다음 맞춤법 규정의 표기가 틀린 것은?,20151016,4409,과감히,,A080000114,A080114001,A080114001,A080000114,1200
213,772,다음 맞춤법 규정의 표기가 틀린 것은?,20151016,4410,반듯이,,A080000114,A080114001,A080114001,A080000114,1200
214,772,다음 맞춤법 규정의 표기가 틀린 것은?,20151016,4411,솔직이,정답,A080000114,A080114001,A080114001,A080000114,1200
215,772,다음 맞춤법 규정의 표기가 틀린 것은?,20151016,4412,열심히,,A080000114,A080114001,A080114001,A080000114,1200
216,771,다음 중 어미의 된소리 표기가 맞지 않는 것은?,20151015,4405,나도 같이 갈께,정답,A020000193,A020193008,A020193008,A020000193,8095
217,771,다음 중 어미의 된소리 표기가 맞지 않는 것은?,20151015,4406,우리도 함께 갈까?,,A020000193,A020193008,A020193008,A020000193,8095
218,771,다음 중 어미의 된소리 표기가 맞지 않는 것은?,20151015,4407,나도 같이 갑니까?,,A020000193,A020193008,A020193008,A020000193,8095
219,771,다음 중 어미의 된소리 표기가 맞지 않는 것은?,20151015,4408,나라고 못 갈쏘냐?,,A020000193,A020193008,A020193008,A020000193,8095
220,770,다음에서 안은 문장은?,20151014,4401,하늘이 맑고 푸르다.,,A080000097,A080097003,A080097003,A080000097,7120
221,770,다음에서 안은 문장은?,20151014,4402,늦어서 집에 못 간다.,,A080000097,A080097003,A080097003,A080000097,7120
222,770,다음에서 안은 문장은?,20151014,4403,어머니는 매일 시장에 가신다.,,A080000097,A080097003,A080097003,A080000097,7120
223,770,다음에서 안은 문장은?,20151014,4404,푸른 하늘이 매우 아름답다.,정답,A080000097,A080097003,A080097003,A080000097,7120
224,769,다음 중 표기가 틀린 것은?,20151013,4397,닫히다,,A070000091,A070091002,A070091002,A070000091,8891
225,769,다음 중 표기가 틀린 것은?,20151013,4398,묻히다,,A070000091,A070091002,A070091002,A070000091,8891
226,769,다음 중 표기가 틀린 것은?,20151013,4399,설겆이,정답,A070000091,A070091002,A070091002,A070000091,8891
227,769,다음 중 표기가 틀린 것은?,20151013,4400,굳이,,A070000091,A070091002,A070091002,A070000091,8891
228,768,다음 중 띄어쓰기가 잘못된 것은?,20151012,4393,그는 아는대로 말했다.,정답,A080000136,A080136004,A080136004,A080000136,8426
229,768,다음 중 띄어쓰기가 잘못된 것은?,20151012,4394,그는 키는 작은데 참 야무지다.,,A080000136,A080136004,A080136004,A080000136,8426
230,768,다음 중 띄어쓰기가 잘못된 것은?,20151012,4395,우리 민족의 염원은 통일뿐이다.,,A080000136,A080136004,A080136004,A080000136,8426
231,768,다음 중 띄어쓰기가 잘못된 것은?,20151012,4396,학기가 시작된 지 두 달이 지났다.,,A080000136,A080136004,A080136004,A080000136,8426
232,767,다음 중 대등하게 이어진 문장은?,20151008,4389,기러기는 외로움을 상징하고 비둘기는 평화를 상징한다.,정답,A080000009,A080009004,A080009004,A080000009,4661
233,767,다음 중 대등하게 이어진 문장은?,20151008,4390,가시가 많은 꽃나무는 장미다.,,A080000009,A080009004,A080009004,A080000009,4661
234,767,다음 중 대등하게 이어진 문장은?,20151008,4391,당신이 떠나면 난 서러워진다.,,A080000009,A080009004,A080009004,A080000009,4661
235,767,다음 중 대등하게 이어진 문장은?,20151008,4392,나는 당신들이 시험에 합격하기를 빈다.,,A080000009,A080009004,A080009004,A080000009,4661
236,766,다음 중 국어의 어휘상의 특질으로 알맞은 것은?,20151007,4385,한자어보다 고유어를 많이 사용한다.,,A020000193,A020193006,A020193006,A020000193,8094
237,766,다음 중 국어의 어휘상의 특질으로 알맞은 것은?,20151007,4386,평등사상의 영향으로 경어법이 발달하였다.,,A020000193,A020193006,A020193006,A020000193,8094
238,766,다음 중 국어의 어휘상의 특질으로 알맞은 것은?,20151007,4387,단어에 성과 수의 구별이 있다.,,A020000193,A020193006,A020193006,A020000193,8094
239,766,다음 중 국어의 어휘상의 특질으로 알맞은 것은?,20151007,4388,감각어가 발달하였다.,정답,A020000193,A020193006,A020193006,A020000193,8094
240,765,다음 중 국어의 어휘상 특질이 아닌 것은?,20151006,4381,조사 어미의 발달,정답,A080000015,A080015006,A080015006,A080000015,4669
241,765,다음 중 국어의 어휘상 특질이 아닌 것은?,20151006,4382,상징어의 발달,,A080000015,A080015006,A080015006,A080000015,4669
242,765,다음 중 국어의 어휘상 특질이 아닌 것은?,20151006,4383,감각어의 발달,,A080000015,A080015006,A080015006,A080000015,4669
243,765,다음 중 국어의 어휘상 특질이 아닌 것은?,20151006,4384,높임말 높임법의 발달,,A080000015,A080015006,A080015006,A080000015,4669
244,764,띄어쓰기가 틀린 것은?,20151005,4377,아빠를 빼다 박은듯 닮았다.,정답,A080000138,A080138005,A080138005,A080000138,8432
245,764,띄어쓰기가 틀린 것은?,20151005,4378,모르겠다는 듯 눈만 껌뻑였다.,,A080000138,A080138005,A080138005,A080000138,8432
246,764,띄어쓰기가 틀린 것은?,20151005,4379,약속 시간에 늦은 듯하다.,,A080000138,A080138005,A080138005,A080000138,8432
247,764,띄어쓰기가 틀린 것은?,20151005,4380,땀이 비 오듯 쏟아졌다.,,A080000138,A080138005,A080138005,A080000138,8432
248,763,다음 중 띄어쓰기가 틀린 것은?,20151002,4373,다 읽는 데 한참 걸렸다.,,A070000089,A070089002,A070089002,A070000089,8880
249,763,다음 중 띄어쓰기가 틀린 것은?,20151002,4374,머리 아픈데 먹는 약이다.,정답,A070000089,A070089002,A070089002,A070000089,8880
250,763,다음 중 띄어쓰기가 틀린 것은?,20151002,4375,그 친구는 딸만 둘이네.,,A070000089,A070089002,A070089002,A070000089,8880
251,763,다음 중 띄어쓰기가 틀린 것은?,20151002,4376,노력한 만큼 대가를 얻었다.,,A070000089,A070089002,A070089002,A070000089,8880
252,762,다음 중 띄어쓰기가 틀린 것은?,20151001,4369,모두 같이 떠나자.,,A090000065,A090065007,A090065007,A090000065,2611
253,762,다음 중 띄어쓰기가 틀린 것은?,20151001,4370,방바닥이 얼음장 같이 차갑다.,정답,A090000065,A090065007,A090065007,A090000065,2611
254,762,다음 중 띄어쓰기가 틀린 것은?,20151001,4371,새벽같이 길을 떠났다.,,A090000065,A090065007,A090065007,A090000065,2611
255,762,다음 중 띄어쓰기가 틀린 것은?,20151001,4372,들은 대로 말했다.,,A090000065,A090065007,A090065007,A090000065,2611
256,760,다음 중 순우리말인 것은?,20150930,4361,형편,,A080000034,A080034008,A080034008,A080000034,4800
257,760,다음 중 순우리말인 것은?,20150930,4362,손방,정답,A080000034,A080034008,A080034008,A080000034,4800
258,760,다음 중 순우리말인 것은?,20150930,4363,촌지,,A080000034,A080034008,A080034008,A080000034,4800
259,760,다음 중 순우리말인 것은?,20150930,4364,총각,,A080000034,A080034008,A080034008,A080000034,4800
260,759,다음 중 고유어인 것은?,20150925,4357,소문,,A080000077,A080077004,A080077004,A080000077,23
261,759,다음 중 고유어인 것은?,20150925,4358,영양분,,A080000077,A080077004,A080077004,A080000077,23
262,759,다음 중 고유어인 것은?,20150925,4359,수라상,,A080000077,A080077004,A080077004,A080000077,23
263,759,다음 중 고유어인 것은?,20150925,4360,장마,정답,A080000077,A080077004,A080077004,A080000077,23
264,758,순 우리말인 것은?,20150924,4353,고구마,,A080000020,A080020006,A080020006,A080000020,4673
265,758,순 우리말인 것은?,20150924,4354,담배,,A080000020,A080020006,A080020006,A080000020,4673
266,758,순 우리말인 것은?,20150924,4355,배추,,A080000020,A080020006,A080020006,A080000020,4673
267,758,순 우리말인 것은?,20150924,4356,하루,정답,A080000020,A080020006,A080020006,A080000020,4673
268,757,다음 중 순수한 우리말이 아닌 것은?,20150923,4349,고갱이,,A060000081,A060081007,A060081007,A060000081,616
269,757,다음 중 순수한 우리말이 아닌 것은?,20150923,4350,더기,,A060000081,A060081007,A060081007,A060000081,616
270,757,다음 중 순수한 우리말이 아닌 것은?,20150923,4351,고약하다,정답,A060000081,A060081007,A060081007,A060000081,616
271,757,다음 중 순수한 우리말이 아닌 것은?,20150923,4352,후미지다,,A060000081,A060081007,A060081007,A060000081,616
272,756,다음 대화의 성격이 다른 하나는?,20150922,4345,선생님 오늘 날씨가 참 좋지요?,정답,A090000058,A090058007,A090058007,A090000058,9927
273,756,다음 대화의 성격이 다른 하나는?,20150922,4346,이 소설의 제목은 무엇입니까?,,A090000058,A090058007,A090058007,A090000058,9927
274,756,다음 대화의 성격이 다른 하나는?,20150922,4347,최근 국내외적으로 실업문제가 심각하다.,,A090000058,A090058007,A090058007,A090000058,9927
275,756,다음 대화의 성격이 다른 하나는?,20150922,4348,한글은 우리의 보배로운 문자입니다.,,A090000058,A090058007,A090058007,A090000058,9927
276,755,다음 중 표준어의 규정에 해당하지 않는 것은?,20150921,4341,현대,,A070000131,A070131003,A070131003,A070000131,9066
277,755,다음 중 표준어의 규정에 해당하지 않는 것은?,20150921,4342,중류 사회,정답,A070000131,A070131003,A070131003,A070000131,9066
278,755,다음 중 표준어의 규정에 해당하지 않는 것은?,20150921,4343,교양인의 언어,,A070000131,A070131003,A070131003,A070000131,9066
279,755,다음 중 표준어의 규정에 해당하지 않는 것은?,20150921,4344,서울말,,A070000131,A070131003,A070131003,A070000131,9066
